법정동코드,시도명,시군구명,읍면동명,리명,순번,생성일자
4146135030,경기도,용인시처인구,백암면,근창리,1,2005-10-31
4146135031,경기도,용인시처인구,백암면,근곡리,1,2005-10-31
4146135032,경기도,용인시처인구,백암면,가창리,1,2005-10-31
4146135033,경기도,용인시처인구,백암면,가좌리,1,2005-10-31
4146300000,경기도,용인시기흥구,,,1,2005-10-31
4146310100,경기도,용인시기흥구,신갈동,,1,2005-10-31
4146310200,경기도,용인시기흥구,구갈동,,1,2005-10-31
4146310300,경기도,용인시기흥구,상갈동,,1,2005-10-31
4146310400,경기도,용인시기흥구,하갈동,,1,2005-10-31
4146310500,경기도,용인시기흥구,보라동,,1,2005-10-31
4146310600,경기도,용인시기흥구,지곡동,,1,2005-10-31
4146310700,경기도,용인시기흥구,공세동,,1,2005-10-31
4146310800,경기도,용인시기흥구,고매동,,1,2005-10-31
4146310900,경기도,용인시기흥구,농서동,,1,2005-10-31
4146311000,경기도,용인시기흥구,서천동,,1,2005-10-31
4146311100,경기도,용인시기흥구,영덕동,,1,2005-10-31
4146311200,경기도,용인시기흥구,언남동,,1,2005-10-31
4146311300,경기도,용인시기흥구,마북동,,1,2005-10-31
4146311400,경기도,용인시기흥구,청덕동,,1,2005-10-31
4146311500,경기도,용인시기흥구,동백동,,1,2005-10-31
4146311600,경기도,용인시기흥구,중동,,1,2005-10-31
4146311700,경기도,용인시기흥구,상하동,,1,2005-10-31
4146311800,경기도,용인시기흥구,보정동,,1,2005-10-31
4146500000,경기도,용인시수지구,,,1,2005-10-31
4146510100,경기도,용인시수지구,풍덕천동,,1,2005-10-31
4146510200,경기도,용인시수지구,죽전동,,1,2005-10-31
4146510300,경기도,용인시수지구,동천동,,1,2005-10-31
4146510400,경기도,용인시수지구,고기동,,1,2005-10-31
4146510500,경기도,용인시수지구,신봉동,,1,2005-10-31
4146510600,경기도,용인시수지구,성복동,,1,2005-10-31
4146510700,경기도,용인시수지구,상현동,,1,2005-10-31
4148000000,경기도,파주시,,,33,1996-03-01
4148010100,경기도,파주시,금촌동,,1,1996-03-01
4148010200,경기도,파주시,아동동,,2,1996-03-01
4148010400,경기도,파주시,야동동,,4,1996-03-01
4148010500,경기도,파주시,검산동,,5,1996-03-01
4148010600,경기도,파주시,맥금동,,6,1996-03-01
4148010700,경기도,파주시,교하동,,,2011-07-25
4148010800,경기도,파주시,야당동,,,2011-07-25
4148010900,경기도,파주시,다율동,,,2011-07-25
4148011000,경기도,파주시,오도동,,,2011-07-25
4148011100,경기도,파주시,상지석동,,,2011-07-25
4148011200,경기도,파주시,산남동,,,2011-07-25
4148011300,경기도,파주시,동패동,,,2011-07-25
4148011400,경기도,파주시,당하동,,,2011-07-25
4148011500,경기도,파주시,문발동,,,2011-07-25
4148011600,경기도,파주시,송촌동,,,2011-07-25
4148011700,경기도,파주시,목동동,,,2011-07-25
4148011800,경기도,파주시,하지석동,,,2011-07-29
4148011900,경기도,파주시,서패동,,,2011-07-29
4148012000,경기도,파주시,신촌동,,,2011-07-29
4148012100,경기도,파주시,연다산동,,,2011-07-29
4148012200,경기도,파주시,와동동,,,2011-07-29
4148012300,경기도,파주시,금릉동,,,2013-02-22
4148025000,경기도,파주시,문산읍,,7,1996-03-01
4148025021,경기도,파주시,문산읍,문산리,1,1996-03-01
4148025022,경기도,파주시,문산읍,당동리,2,1996-03-01
4148025023,경기도,파주시,문산읍,선유리,3,1996-03-01
4148025024,경기도,파주시,문산읍,임진리,4,1996-03-01
4148025025,경기도,파주시,문산읍,운천리,5,1996-03-01
4148025026,경기도,파주시,문산읍,사목리,6,1996-03-01
4148025027,경기도,파주시,문산읍,마정리,7,1996-03-01
4148025028,경기도,파주시,문산읍,장산리,8,1996-03-01
4148025029,경기도,파주시,문산읍,내포리,9,1996-03-01
4148025030,경기도,파주시,문산읍,이천리,10,1996-03-01
4148025300,경기도,파주시,파주읍,,8,1996-03-01
4148025321,경기도,파주시,파주읍,봉서리,1,1996-03-01
4148025322,경기도,파주시,파주읍,향양리,2,1996-03-01
4148025323,경기도,파주시,파주읍,부곡리,3,1996-03-01
4148025324,경기도,파주시,파주읍,봉암리,4,1996-03-01
4148025325,경기도,파주시,파주읍,백석리,5,1996-03-01
4148025326,경기도,파주시,파주읍,파주리,6,1996-03-01
4148025327,경기도,파주시,파주읍,연풍리,7,1996-03-01
4148025600,경기도,파주시,법원읍,,9,1996-03-01
4148025621,경기도,파주시,법원읍,오현리,1,1996-03-01
4148025622,경기도,파주시,법원읍,법원리,2,1996-03-01
4148025623,경기도,파주시,법원읍,가야리,3,1996-03-01
4148025624,경기도,파주시,법원읍,동문리,4,1996-03-01
4148025625,경기도,파주시,법원읍,대능리,5,1996-03-01
4148025626,경기도,파주시,법원읍,삼방리,6,1996-03-01
4148025627,경기도,파주시,법원읍,갈곡리,7,1996-03-01
4148025628,경기도,파주시,법원읍,직천리,8,1996-03-01
4148025629,경기도,파주시,법원읍,웅담리,9,1996-03-01
4148025630,경기도,파주시,법원읍,금곡리,10,1996-03-01
4148026200,경기도,파주시,조리읍,,0,2002-04-01
4148026221,경기도,파주시,조리읍,봉일천리,0,2002-04-01
4148026222,경기도,파주시,조리읍,뇌조리,0,2002-04-01
4148026223,경기도,파주시,조리읍,등원리,0,2002-04-01
4148026224,경기도,파주시,조리읍,장곡리,0,2002-04-01
4148026225,경기도,파주시,조리읍,오산리,0,2002-04-01
4148026226,경기도,파주시,조리읍,능안리,0,2002-04-01
4148026227,경기도,파주시,조리읍,대원리,0,2002-04-01
4148031000,경기도,파주시,월롱면,,10,1996-03-01
4148031021,경기도,파주시,월롱면,위전리,1,1996-03-01
4148031022,경기도,파주시,월롱면,도내리,2,1996-03-01
4148031023,경기도,파주시,월롱면,덕은리,3,1996-03-01
4148031024,경기도,파주시,월롱면,능산리,4,1996-03-01
4148031025,경기도,파주시,월롱면,영태리,5,1996-03-01
4148032000,경기도,파주시,탄현면,,11,1996-03-01
4148032021,경기도,파주시,탄현면,성동리,1,1996-03-01
4148032022,경기도,파주시,탄현면,법흥리,2,1996-03-01
4148032023,경기도,파주시,탄현면,갈현리,3,1996-03-01
4148032024,경기도,파주시,탄현면,문지리,4,1996-03-01
4148032025,경기도,파주시,탄현면,대동리,5,1996-03-01
4148032026,경기도,파주시,탄현면,만우리,6,1996-03-01
4148032027,경기도,파주시,탄현면,축현리,7,1996-03-01
4148032028,경기도,파주시,탄현면,금승리,8,1996-03-01
4148032029,경기도,파주시,탄현면,오금리,9,1996-03-01
4148032030,경기도,파주시,탄현면,낙하리,10,1996-03-01
4148032031,경기도,파주시,탄현면,금산리,11,1996-03-01
4148035000,경기도,파주시,광탄면,,14,1996-03-01
4148035021,경기도,파주시,광탄면,분수리,1,1996-03-01
4148035022,경기도,파주시,광탄면,방축리,2,1996-03-01
4148035023,경기도,파주시,광탄면,마장리,3,1996-03-01
4148035024,경기도,파주시,광탄면,발랑리,4,1996-03-01
4148035025,경기도,파주시,광탄면,창만리,5,1996-03-01
4148035026,경기도,파주시,광탄면,용미리,6,1996-03-01
4148035027,경기도,파주시,광탄면,신산리,7,1996-03-01
4148035028,경기도,파주시,광탄면,기산리,8,1996-03-01
4148035029,경기도,파주시,광탄면,영장리,9,1996-03-01
4148036000,경기도,파주시,파평면,,15,1996-03-01
4148036021,경기도,파주시,파평면,덕천리,1,1996-03-01
4148036022,경기도,파주시,파평면,두포리,2,1996-03-01
4148036023,경기도,파주시,파평면,마산리,3,1996-03-01
4148036024,경기도,파주시,파평면,율곡리,4,1996-03-01
4148036026,경기도,파주시,파평면,금파리,6,1996-03-01
4148036027,경기도,파주시,파평면,장파리,7,1996-03-01
4148036028,경기도,파주시,파평면,눌노리,5,2013-02-22
4148037000,경기도,파주시,적성면,,16,1996-03-01
4148037021,경기도,파주시,적성면,어유지리,1,1996-03-01
4148037022,경기도,파주시,적성면,장좌리,2,1996-03-01
4148037023,경기도,파주시,적성면,장현리,3,1996-03-01
4148037024,경기도,파주시,적성면,구읍리,4,1996-03-01
4148037025,경기도,파주시,적성면,객현리,5,1996-03-01
4148037026,경기도,파주시,적성면,가월리,6,1996-03-01
4148037027,경기도,파주시,적성면,무건리,7,1996-03-01
4148037028,경기도,파주시,적성면,율포리,8,1996-03-01
4148037029,경기도,파주시,적성면,답곡리,9,1996-03-01
4148037030,경기도,파주시,적성면,식현리,10,1996-03-01
4148037031,경기도,파주시,적성면,주월리,11,1996-03-01
4148037032,경기도,파주시,적성면,설마리,12,1996-03-01
4148037033,경기도,파주시,적성면,적암리,13,1996-03-01
4148037034,경기도,파주시,적성면,두지리,14,1996-03-01
4148037035,경기도,파주시,적성면,마지리,15,1996-03-01
4148037036,경기도,파주시,적성면,자장리,16,1996-03-01
4148038000,경기도,파주시,군내면,,17,1996-03-01
4148038021,경기도,파주시,군내면,백연리,1,1996-03-01
4148038022,경기도,파주시,군내면,정자리,2,1996-03-01
4148038023,경기도,파주시,군내면,조산리,3,1996-03-01
4148038024,경기도,파주시,군내면,읍내리,4,1996-03-01
4148038025,경기도,파주시,군내면,송산리,5,1996-03-01
4148038026,경기도,파주시,군내면,점원리,6,1996-03-01
4148038027,경기도,파주시,군내면,방목리,7,1996-03-01
4148039000,경기도,파주시,장단면,,18,1996-03-01
4148039021,경기도,파주시,장단면,노상리,1,1996-03-01
4148039022,경기도,파주시,장단면,노하리,2,1996-03-01
4148039023,경기도,파주시,장단면,거곡리,3,1996-03-01
4148039024,경기도,파주시,장단면,도라산리,4,1996-03-01
4148039025,경기도,파주시,장단면,석곶리,5,1996-03-01
4148039026,경기도,파주시,장단면,강정리,6,1996-03-01
4148039027,경기도,파주시,장단면,동장리,8,1996-03-01
4148039028,경기도,파주시,장단면,정동리,7,1996-03-01
4148039029,경기도,파주시,장단면,덕산리,19,2020-12-18
4148040000,경기도,파주시,진동면,,19,1996-03-01
4148040021,경기도,파주시,진동면,동파리,1,1996-03-01
4148040022,경기도,파주시,진동면,용산리,2,1996-03-01
4148040023,경기도,파주시,진동면,하포리,3,1996-03-01
4148040024,경기도,파주시,진동면,서곡리,4,1996-03-01
4148040025,경기도,파주시,진동면,초리,5,1996-03-01
4148041000,경기도,파주시,진서면,,20,1996-03-01
4148041022,경기도,파주시,진서면,어용리,2,1996-03-01
4148041023,경기도,파주시,진서면,금릉리,3,2013-02-22
4148041024,경기도,파주시,진서면,선적리,21,2020-12-18
4150000000,경기도,이천시,,,34,1996-03-01
4150010100,경기도,이천시,창전동,,1,1996-03-01
4150010200,경기도,이천시,관고동,,2,1996-03-01
4150010300,경기도,이천시,중리동,,3,1996-03-01
4150010400,경기도,이천시,증일동,,4,1996-03-01
4150010500,경기도,이천시,율현동,,5,1996-03-01
4150010600,경기도,이천시,진리동,,6,1996-03-01
4150010700,경기도,이천시,안흥동,,7,1996-03-01
4150010800,경기도,이천시,갈산동,,8,1996-03-01
4150010900,경기도,이천시,증포동,,9,1996-03-01
4150011000,경기도,이천시,송정동,,10,1996-03-01
4150011100,경기도,이천시,사음동,,11,1996-03-01
4150011200,경기도,이천시,단월동,,12,1996-05-01
4150011300,경기도,이천시,대포동,,13,1996-05-01
4150011400,경기도,이천시,고담동,,14,1996-05-01
4150011500,경기도,이천시,장록동,,15,1996-05-01
4150025000,경기도,이천시,장호원읍,,16,1996-03-01
4150025021,경기도,이천시,장호원읍,장호원리,1,1996-03-01
4150025022,경기도,이천시,장호원읍,오남리,2,1996-03-01
4150025023,경기도,이천시,장호원읍,진암리,3,1996-03-01
4150025024,경기도,이천시,장호원읍,어석리,4,1996-03-01
4150025025,경기도,이천시,장호원읍,대서리,5,1996-03-01
4150025026,경기도,이천시,장호원읍,송산리,6,1996-03-01
4150025027,경기도,이천시,장호원읍,방추리,7,1996-03-01
4150025028,경기도,이천시,장호원읍,선읍리,8,1996-03-01
4150025029,경기도,이천시,장호원읍,이황리,9,1996-03-01
4150025030,경기도,이천시,장호원읍,나래리,10,1996-03-01
4150025031,경기도,이천시,장호원읍,와현리,11,1996-03-01
4150025032,경기도,이천시,장호원읍,풍계리,12,1996-03-01
4150025033,경기도,이천시,장호원읍,노탑리,13,1996-03-01
4150025300,경기도,이천시,부발읍,,17,1996-03-01
4150025321,경기도,이천시,부발읍,무촌리,1,1996-03-01
4150025322,경기도,이천시,부발읍,죽당리,2,1996-03-01
4150025323,경기도,이천시,부발읍,신원리,3,1996-03-01
4150025324,경기도,이천시,부발읍,고백리,4,1996-03-01
4150025325,경기도,이천시,부발읍,대관리,5,1996-03-01
4150025326,경기도,이천시,부발읍,마암리,6,1996-03-01
4150025327,경기도,이천시,부발읍,산촌리,7,1996-03-01
4150025328,경기도,이천시,부발읍,신하리,8,1996-03-01
4150025329,경기도,이천시,부발읍,가좌리,9,1996-03-01
4150025330,경기도,이천시,부발읍,아미리,10,1996-03-01
4150025331,경기도,이천시,부발읍,수정리,11,1996-03-01
4150025332,경기도,이천시,부발읍,송온리,12,1996-03-01
4150025333,경기도,이천시,부발읍,가산리,13,1996-03-01
4150025334,경기도,이천시,부발읍,응암리,14,1996-03-01
4150031000,경기도,이천시,신둔면,,18,1996-03-01
4150031021,경기도,이천시,신둔면,수광리,1,1996-03-01
4150031022,경기도,이천시,신둔면,남정리,2,1996-03-01
4150031023,경기도,이천시,신둔면,지석리,3,1996-03-01
4150031024,경기도,이천시,신둔면,장동리,4,1996-03-01
4150031025,경기도,이천시,신둔면,도봉리,5,1996-03-01
4150031026,경기도,이천시,신둔면,도암리,6,1996-03-01
4150031027,경기도,이천시,신둔면,수하리,7,1996-03-01
4150031028,경기도,이천시,신둔면,수남리,8,1996-03-01
4150031029,경기도,이천시,신둔면,고척리,9,1996-03-01
4150031030,경기도,이천시,신둔면,용면리,10,1996-03-01
4150031031,경기도,이천시,신둔면,인후리,11,1996-03-01
4150031032,경기도,이천시,신둔면,마교리,12,1996-03-01
4150031033,경기도,이천시,신둔면,소정리,13,1996-03-01
4150032000,경기도,이천시,백사면,,19,1996-03-01
4150032021,경기도,이천시,백사면,현방리,1,1996-03-01
4150032022,경기도,이천시,백사면,경사리,2,1996-03-01
4150032023,경기도,이천시,백사면,도립리,3,1996-03-01
4150032024,경기도,이천시,백사면,송말리,4,1996-03-01
4150032025,경기도,이천시,백사면,신대리,5,1996-03-01
4150032026,경기도,이천시,백사면,모전리,6,1996-03-01
4150032027,경기도,이천시,백사면,도지리,7,1996-03-01
4150032028,경기도,이천시,백사면,조읍리,8,1996-03-01
4150032029,경기도,이천시,백사면,우곡리,9,1996-03-01
4150032030,경기도,이천시,백사면,내촌리,10,1996-03-01
4150032031,경기도,이천시,백사면,상용리,11,1996-03-01
4150032032,경기도,이천시,백사면,백우리,12,1996-03-01
4150033000,경기도,이천시,호법면,,20,1996-03-01
4150033021,경기도,이천시,호법면,유산리,1,1996-03-01
4150033022,경기도,이천시,호법면,안평리,2,1996-03-01
4150033023,경기도,이천시,호법면,후안리,3,1996-03-01
4150033024,경기도,이천시,호법면,단천리,4,1996-03-01
4150033025,경기도,이천시,호법면,매곡리,5,1996-03-01
4150033026,경기도,이천시,호법면,동산리,6,1996-03-01
4150033027,경기도,이천시,호법면,주박리,7,1996-03-01
4150033028,경기도,이천시,호법면,주미리,8,1996-03-01
4150033029,경기도,이천시,호법면,송갈리,9,1996-03-01
4150034000,경기도,이천시,마장면,,21,1996-03-01
4150034021,경기도,이천시,마장면,오천리,1,1996-03-01
4150034022,경기도,이천시,마장면,양촌리,2,1996-03-01
4150034023,경기도,이천시,마장면,관리,3,1996-03-01
4150034024,경기도,이천시,마장면,회억리,4,1996-03-01
4150034025,경기도,이천시,마장면,장암리,5,1996-03-01
4150034026,경기도,이천시,마장면,목리,6,1996-03-01
4150034027,경기도,이천시,마장면,표교리,7,1996-03-01
4150034028,경기도,이천시,마장면,이치리,8,1996-03-01
4150034029,경기도,이천시,마장면,각평리,9,1996-03-01
4150034030,경기도,이천시,마장면,덕평리,10,1996-03-01
4150034031,경기도,이천시,마장면,이평리,11,1996-03-01
4150034032,경기도,이천시,마장면,해월리,12,1996-03-01
4150034033,경기도,이천시,마장면,작촌리,13,1996-03-01
4150035000,경기도,이천시,대월면,,22,1996-03-01
4150035025,경기도,이천시,대월면,초지리,1,1996-03-01
4150035026,경기도,이천시,대월면,사동리,2,1996-03-01
4150035027,경기도,이천시,대월면,대대리,3,1996-03-01
4150035028,경기도,이천시,대월면,대흥리,4,1996-03-01
4150035029,경기도,이천시,대월면,도리리,5,1996-03-01
4150035030,경기도,이천시,대월면,구시리,6,1996-03-01
4150035031,경기도,이천시,대월면,군량리,7,1996-03-01
4150035032,경기도,이천시,대월면,송라리,8,1996-03-01
4150035033,경기도,이천시,대월면,장평리,9,1996-03-01
4150035034,경기도,이천시,대월면,부필리,10,1996-03-01
4150036000,경기도,이천시,모가면,,23,1996-03-01
4150036021,경기도,이천시,모가면,진가리,1,1996-03-01
4150036022,경기도,이천시,모가면,서경리,2,1996-03-01
4150036023,경기도,이천시,모가면,산내리,3,1996-03-01
4150036024,경기도,이천시,모가면,송곡리,4,1996-03-01
4150036025,경기도,이천시,모가면,소사리,5,1996-03-01
4150036026,경기도,이천시,모가면,양평리,6,1996-03-01
4150036027,경기도,이천시,모가면,원두리,7,1996-03-01
4150036028,경기도,이천시,모가면,소고리,8,1996-03-01
4150036029,경기도,이천시,모가면,신갈리,9,1996-03-01
4150036030,경기도,이천시,모가면,어농리,10,1996-03-01
4150036031,경기도,이천시,모가면,두미리,11,1996-03-01
4150037000,경기도,이천시,설성면,,24,1996-03-01
4150037021,경기도,이천시,설성면,금당리,1,1996-03-01
4150037022,경기도,이천시,설성면,장능리,2,1996-03-01
4150037023,경기도,이천시,설성면,행죽리,3,1996-03-01
4150037024,경기도,이천시,설성면,제요리,4,1996-03-01
4150037025,경기도,이천시,설성면,신필리,5,1996-03-01
4150037026,경기도,이천시,설성면,장천리,6,1996-03-01
4150037027,경기도,이천시,설성면,자석리,7,1996-03-01
4150037028,경기도,이천시,설성면,암산리,8,1996-03-01
4150037029,경기도,이천시,설성면,송계리,9,1996-03-01
4150037030,경기도,이천시,설성면,상봉리,10,1996-03-01
4150037031,경기도,이천시,설성면,수산리,11,1996-03-01
4150037032,경기도,이천시,설성면,대죽리,12,1996-03-01
4150038000,경기도,이천시,율면,,25,1996-03-01
4150038021,경기도,이천시,율면,고당리,1,1996-03-01
4150038022,경기도,이천시,율면,신추리,2,1996-03-01
4150038023,경기도,이천시,율면,본죽리,3,1996-03-01
4150038024,경기도,이천시,율면,북두리,4,1996-03-01
4150038025,경기도,이천시,율면,산양리,5,1996-03-01
4150038026,경기도,이천시,율면,석산리,6,1996-03-01
4150038027,경기도,이천시,율면,산성리,7,1996-03-01
4150038028,경기도,이천시,율면,오성리,8,1996-03-01
4150038029,경기도,이천시,율면,월포리,9,1996-03-01
4150038030,경기도,이천시,율면,총곡리,10,1996-03-01
4155000000,경기도,안성시,,,35,1998-04-01
4155010100,경기도,안성시,봉산동,,1,1998-04-01
4155010200,경기도,안성시,숭인동,,2,1998-04-01
4155010300,경기도,안성시,영동,,3,1998-04-01
4155010400,경기도,안성시,봉남동,,4,1998-04-01
4155010500,경기도,안성시,구포동,,5,1998-04-01
4155010600,경기도,안성시,동본동,,6,1998-04-01
4155010700,경기도,안성시,명륜동,,7,1998-04-01
4155010800,경기도,안성시,옥천동,,8,1998-04-01
4155010900,경기도,안성시,낙원동,,9,1998-04-01
4155011000,경기도,안성시,창전동,,10,1998-04-01
4155011100,경기도,안성시,성남동,,11,1998-04-01
4155011200,경기도,안성시,신흥동,,12,1998-04-01
4155011300,경기도,안성시,인지동,,13,1998-04-01
4155011400,경기도,안성시,금산동,,14,1998-04-01
4155011500,경기도,안성시,연지동,,15,1998-04-01
4155011600,경기도,안성시,대천동,,16,1998-04-01
4155011700,경기도,안성시,서인동,,17,1998-04-01
4155011800,경기도,안성시,석정동,,18,1998-04-01
4155011900,경기도,안성시,아양동,,19,1998-04-01
4155012000,경기도,안성시,금석동,,20,1998-04-01
4155012100,경기도,안성시,계동,,21,1998-04-01
4155012200,경기도,안성시,옥산동,,22,1998-04-01
4155012300,경기도,안성시,사곡동,,23,1998-04-01
4155012400,경기도,안성시,도기동,,24,1998-04-01
4155012500,경기도,안성시,당왕동,,25,1998-04-01
4155012600,경기도,안성시,가사동,,26,1998-04-01
4155012700,경기도,안성시,가현동,,27,1998-04-01
4155012800,경기도,안성시,신건지동,,28,1998-04-01
4155012900,경기도,안성시,신소현동,,29,1998-04-01
4155013000,경기도,안성시,신모산동,,30,1998-04-01
4155013100,경기도,안성시,현수동,,31,1998-04-01
4155013200,경기도,안성시,발화동,,32,1998-04-01
4155013300,경기도,안성시,중리동,,33,1998-04-01
4155025000,경기도,안성시,공도읍,,0,2001-06-01
4155025021,경기도,안성시,공도읍,양기리,0,2001-06-01
4155025022,경기도,안성시,공도읍,웅교리,0,2001-06-01
4155025023,경기도,안성시,공도읍,신두리,0,2001-06-01
4155025024,경기도,안성시,공도읍,중복리,0,2001-06-01
4155025025,경기도,안성시,공도읍,용두리,0,2001-06-01
4155025026,경기도,안성시,공도읍,승두리,0,2001-06-01
4155025027,경기도,안성시,공도읍,건천리,0,2001-06-01
4155025028,경기도,안성시,공도읍,불당리,0,2001-06-01
4155025029,경기도,안성시,공도읍,만정리,0,2001-06-01
4155025030,경기도,안성시,공도읍,마정리,0,2001-06-01
4155025031,경기도,안성시,공도읍,진사리,0,2001-06-01
4155031000,경기도,안성시,보개면,,34,1998-04-01
4155031021,경기도,안성시,보개면,적가리,1,1998-04-01
4155031022,경기도,안성시,보개면,기좌리,2,1998-04-01
4155031023,경기도,안성시,보개면,북좌리,3,1998-04-01
4155031024,경기도,안성시,보개면,상삼리,4,1998-04-01
4155031025,경기도,안성시,보개면,신장리,5,1998-04-01
4155031026,경기도,안성시,보개면,양복리,6,1998-04-01
4155031027,경기도,안성시,보개면,오두리,7,1998-04-01
4155031028,경기도,안성시,보개면,이전리,8,1998-04-01
4155031029,경기도,안성시,보개면,불현리,9,1998-04-01
4155031030,경기도,안성시,보개면,내방리,10,1998-04-01
4155031031,경기도,안성시,보개면,동신리,11,1998-04-01
4155031032,경기도,안성시,보개면,곡천리,12,1998-04-01
4155031033,경기도,안성시,보개면,복평리,13,1998-04-01
4155031034,경기도,안성시,보개면,구사리,14,1998-04-01
4155031035,경기도,안성시,보개면,가율리,15,1998-04-01
4155031036,경기도,안성시,보개면,신안리,16,1998-04-01
4155031037,경기도,안성시,보개면,동평리,17,1998-04-01
4155031038,경기도,안성시,보개면,남풍리,18,1998-04-01
4155031039,경기도,안성시,보개면,북가현리,19,1998-04-01
4155032000,경기도,안성시,금광면,,35,1998-04-01
4155032021,경기도,안성시,금광면,내우리,1,1998-04-01
4155032022,경기도,안성시,금광면,개산리,2,1998-04-01
4155032023,경기도,안성시,금광면,장죽리,3,1998-04-01
4155032024,경기도,안성시,금광면,상중리,4,1998-04-01
4155032025,경기도,안성시,금광면,금광리,5,1998-04-01
4155032026,경기도,안성시,금광면,현곡리,6,1998-04-01
4155032027,경기도,안성시,금광면,삼흥리,7,1998-04-01
4155032028,경기도,안성시,금광면,사흥리,8,1998-04-01
4155032029,경기도,안성시,금광면,오흥리,9,1998-04-01
4155032030,경기도,안성시,금광면,한운리,10,1998-04-01
4155032031,경기도,안성시,금광면,오산리,11,1998-04-01
4155032032,경기도,안성시,금광면,옥정리,12,1998-04-01
4155032033,경기도,안성시,금광면,석하리,13,1998-04-01
4155032034,경기도,안성시,금광면,신양복리,14,1998-04-01
4155033000,경기도,안성시,서운면,,36,1998-04-01
4155033021,경기도,안성시,서운면,인리,1,1998-04-01
4155033022,경기도,안성시,서운면,청용리,2,1998-04-01
4155033023,경기도,안성시,서운면,송정리,3,1998-04-01
4155033024,경기도,안성시,서운면,신촌리,4,1998-04-01
4155033025,경기도,안성시,서운면,산평리,5,1998-04-01
4155033026,경기도,안성시,서운면,현매리,6,1998-04-01
4155033027,경기도,안성시,서운면,동촌리,7,1998-04-01
4155033028,경기도,안성시,서운면,신흥리,8,1998-04-01
4155033029,경기도,안성시,서운면,신능리,9,1998-04-01
4155033030,경기도,안성시,서운면,신기리,10,1998-04-01
4155033031,경기도,안성시,서운면,송산리,11,1998-04-01
4155033032,경기도,안성시,서운면,오촌리,12,1998-04-01
4155033033,경기도,안성시,서운면,양촌리,13,1998-04-01
4155033034,경기도,안성시,서운면,북산리,14,1998-04-01
4155034000,경기도,안성시,미양면,,37,1998-04-01
4155034021,경기도,안성시,미양면,구례리,1,1998-04-01
4155034022,경기도,안성시,미양면,계륵리,2,1998-04-01
4155034023,경기도,안성시,미양면,개정리,3,1998-04-01
4155034024,경기도,안성시,미양면,신계리,4,1998-04-01
4155034025,경기도,안성시,미양면,법전리,5,1998-04-01
4155034026,경기도,안성시,미양면,용두리,6,1998-04-01
4155034027,경기도,안성시,미양면,고지리,7,1998-04-01
4155034028,경기도,안성시,미양면,정동리,8,1998-04-01
4155034029,경기도,안성시,미양면,구수리,9,1998-04-01
4155034030,경기도,안성시,미양면,진촌리,10,1998-04-01
4155034031,경기도,안성시,미양면,갈전리,11,1998-04-01
4155034032,경기도,안성시,미양면,양지리,12,1998-04-01
4155034033,경기도,안성시,미양면,보체리,13,1998-04-01
4155034034,경기도,안성시,미양면,신기리,14,1998-04-01
4155034035,경기도,안성시,미양면,강덕리,15,1998-04-01
4155034036,경기도,안성시,미양면,후평리,16,1998-04-01
4155034037,경기도,안성시,미양면,마산리,17,1998-04-01
4155034038,경기도,안성시,미양면,양변리,18,1998-04-01
4155035000,경기도,안성시,대덕면,,38,1998-04-01
4155035021,경기도,안성시,대덕면,소현리,1,1998-04-01
4155035022,경기도,안성시,대덕면,토현리,2,1998-04-01
4155035023,경기도,안성시,대덕면,모산리,3,1998-04-01
4155035024,경기도,안성시,대덕면,보동리,4,1998-04-01
4155035025,경기도,안성시,대덕면,명당리,5,1998-04-01
4155035026,경기도,안성시,대덕면,진현리,6,1998-04-01
4155035027,경기도,안성시,대덕면,건지리,7,1998-04-01
4155035028,경기도,안성시,대덕면,내리,8,1998-04-01
4155035029,경기도,안성시,대덕면,대농리,9,1998-04-01
4155035030,경기도,안성시,대덕면,죽리,10,1998-04-01
4155035031,경기도,안성시,대덕면,신령리,11,1998-04-01
4155035032,경기도,안성시,대덕면,무능리,12,1998-04-01
4155035033,경기도,안성시,대덕면,소내리,13,1998-04-01
4155035034,경기도,안성시,대덕면,삼한리,14,1998-04-01
4155036000,경기도,안성시,양성면,,39,1998-04-01
4155036021,경기도,안성시,양성면,동항리,1,1998-04-01
4155036022,경기도,안성시,양성면,구장리,2,1998-04-01
4155036023,경기도,안성시,양성면,석화리,3,1998-04-01
4155036024,경기도,안성시,양성면,추곡리,4,1998-04-01
4155036025,경기도,안성시,양성면,조일리,5,1998-04-01
4155036026,경기도,안성시,양성면,도곡리,6,1998-04-01
4155036027,경기도,안성시,양성면,산정리,7,1998-04-01
4155036028,경기도,안성시,양성면,이현리,8,1998-04-01
4155036029,경기도,안성시,양성면,장서리,9,1998-04-01
4155036030,경기도,안성시,양성면,난실리,10,1998-04-01
4155036031,경기도,안성시,양성면,노곡리,11,1998-04-01
4155036032,경기도,안성시,양성면,미산리,12,1998-04-01
4155036033,경기도,안성시,양성면,방축리,13,1998-04-01
4155036034,경기도,안성시,양성면,필산리,14,1998-04-01
4155036035,경기도,안성시,양성면,덕봉리,15,1998-04-01
4155036036,경기도,안성시,양성면,명목리,16,1998-04-01
4155036037,경기도,안성시,양성면,삼암리,17,1998-04-01
4155036038,경기도,안성시,양성면,방신리,18,1998-04-01
4155038000,경기도,안성시,원곡면,,41,1998-04-01
4155038021,경기도,안성시,원곡면,성은리,1,1998-04-01
